Tiempo(s),Pitch(rad),Roll(rad),Yaw(rad)
45.04,-0.051,-0.051,-2.079,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
45.31,-0.051,-0.051,-2.079,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
45.5,-0.051,-0.051,-2.079,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
45.73,-0.051,-0.051,-2.079,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
45.98,-0.051,-0.051,-2.079,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
46.2,-0.051,-0.051,-2.079,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
46.42,-0.051,-0.051,-2.079,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
46.65,-0.051,-0.051,-2.079,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
46.89,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
47.15,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
47.51,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
47.7,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
47.91,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
48.16,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
48.4,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
48.62,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
48.91,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
49.08,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
49.31,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
49.56,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
49.78,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
50.01,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
50.24,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
50.47,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
50.72,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
50.94,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
51.26,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
51.58,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
51.77,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
51.96,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
52.2,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
52.47,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
52.66,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
52.88,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
53.15,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
53.36,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
53.57,-0.051,-0.051,-2.08,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
53.84,-0.051,-0.051,-2.081,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
54.04,-0.051,-0.051,-2.081,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
54.29,-0.051,-0.051,-2.081,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
54.52,-0.051,-0.051,-2.081,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
54.84,-0.051,-0.051,-2.081,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
55.19,-0.051,-0.051,-2.081,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
55.32,-0.051,-0.051,-2.081,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
55.55,-0.051,-0.051,-2.081,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
55.78,-0.051,-0.051,-2.081,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
56.02,-0.051,-0.051,-2.081,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
56.23,-0.051,-0.051,-2.081,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
56.47,-0.051,-0.051,-2.081,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
56.71,-0.051,-0.051,-2.081,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
56.95,-0.051,-0.051,-2.081,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
57.16,-0.051,-0.051,-2.081,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
57.41,-0.051,-0.051,-2.081,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
57.62,-0.051,-0.051,-2.081,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
57.89,-0.051,-0.051,-2.082,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
58.11,-0.051,-0.051,-2.082,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
58.31,-0.051,-0.051,-2.082,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
58.74,-0.051,-0.051,-2.082,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
58.93,-0.051,-0.051,-2.082,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
59.12,-0.051,-0.051,-2.082,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
59.36,-0.052,-0.051,-2.082,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
59.63,-0.051,-0.051,-2.082,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
59.82,-0.051,-0.051,-2.082,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
60.04,-0.051,-0.051,-2.082,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
60.3,-0.051,-0.051,-2.082,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
60.52,-0.051,-0.051,-2.082,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
60.73,-0.051,-0.051,-2.082,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
60.98,-0.051,-0.051,-2.082,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
61.2,-0.052,-0.051,-2.082,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
61.45,-0.052,-0.051,-2.082,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
61.66,-0.052,-0.051,-2.082,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
61.89,-0.052,-0.051,-2.083,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
62.3,-0.052,-0.051,-2.083,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
62.51,-0.052,-0.051,-2.083,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
62.71,-0.052,-0.051,-2.083,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
62.94,-0.052,-0.051,-2.083,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
63.21,-0.052,-0.051,-2.083,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
63.39,-0.052,-0.051,-2.083,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
63.63,-0.051,-0.051,-2.083,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
63.9,-0.052,-0.051,-2.083,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
64.1,-0.052,-0.051,-2.083,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
64.33,-0.052,-0.051,-2.083,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
64.57,-0.052,-0.051,-2.083,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
64.78,-0.051,-0.051,-2.083,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
65.05,-0.052,-0.051,-2.083,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
65.26,-0.052,-0.051,-2.083,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
65.47,-0.051,-0.051,-2.083,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
65.91,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
66.09,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
66.28,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
66.5,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
66.8,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
66.97,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
67.2,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
67.46,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
67.67,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
67.9,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
68.15,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
68.36,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
68.62,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
68.84,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
69.06,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
69.45,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
69.53,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
69.75,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
70.09,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
70.37,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
70.55,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
70.8,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
71.03,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
71.27,-0.052,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
71.49,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
71.71,-0.052,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
0.0,-0.051,-0.051,-2.085,0.0,0.0,0.0,0,-33.467225,-70.657605,0,DESCONOCIDO
0.04,-0.052,-0.051,-2.085,0.0,0.0,0.0,0,-33.467225,-70.657605,0,DESCONOCIDO
0.27,-0.051,-0.052,-2.085,0.0,0.0,0.0,0,-33.467225,-70.657605,0,DESCONOCIDO
0.53,-0.051,-0.051,-2.085,0.0,0.0,0.0,0,-33.467225,-70.657605,0,DESCONOCIDO
0.72,-0.051,-0.052,-2.085,0.0,0.0,0.0,0,-33.467225,-70.657605,0,DESCONOCIDO
0.95,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
1.21,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
1.43,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
1.65,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
1.87,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
2.23,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
2.46,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
2.69,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
2.93,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
3.15,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
3.41,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
3.61,-0.052,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
3.84,-0.052,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
4.09,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
4.29,-0.051,-0.052,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
4.6,-0.05,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
4.79,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
5.0,-0.05,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
5.22,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
5.46,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
5.69,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
5.93,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
6.28,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
6.51,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
6.74,-0.05,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
6.99,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
7.19,-0.05,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
7.41,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
7.68,-0.05,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
7.89,-0.05,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
8.14,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
8.37,-0.05,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
8.58,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
8.82,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
9.05,-0.05,-0.052,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
9.28,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
9.51,-0.05,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
9.75,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
10.07,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
10.3,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
10.58,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
10.76,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
10.99,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
11.26,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
11.47,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
11.69,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
11.93,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
12.15,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
12.39,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
12.61,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
12.87,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
13.1,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
13.47,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
13.67,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
13.89,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
14.16,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
14.35,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
14.58,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
14.85,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
15.04,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
15.28,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
15.54,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
15.74,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
15.97,-0.051,-0.052,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
16.21,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
16.43,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
16.66,-0.051,-0.052,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
16.9,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
17.14,-0.051,-0.052,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
17.47,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
17.73,-0.051,-0.052,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
17.92,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
18.16,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
18.42,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
18.61,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
18.84,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
19.12,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
19.31,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
19.55,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
19.8,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
20.02,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
20.23,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
20.47,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
20.71,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
21.04,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
21.31,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
21.5,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
21.74,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
21.98,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
22.19,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
22.56,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
22.69,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
22.89,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
23.13,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
23.35,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
23.58,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
23.82,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
24.07,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
24.29,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
24.53,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
24.89,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
25.08,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
25.31,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
25.58,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
25.77,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
25.98,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
26.24,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
26.47,-0.051,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
26.69,-0.05,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
26.94,-0.051,-0.052,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
27.19,-0.05,-0.051,-2.085,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
27.4,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
27.64,-0.05,-0.051,-2.083,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
27.87,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
28.09,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
28.33,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
28.57,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
28.81,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
29.17,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
29.36,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
29.73,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
29.83,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
30.05,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
30.28,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
30.54,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
30.76,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
30.96,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
31.23,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
31.45,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
31.67,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
31.9,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
32.15,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
32.39,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
32.72,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
32.93,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
33.23,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
33.43,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
33.63,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
33.86,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
34.13,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
34.32,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
34.55,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
34.8,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
35.02,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
35.24,-0.051,-0.051,-2.084,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
