Tiempo(s),Pitch(rad),Roll(rad),Yaw(rad)
468.91,-0.051,-0.051,-2.071
469.46,-0.05,-0.051,-2.071
469.51,-0.05,-0.051,-2.071
469.56,-0.05,-0.051,-2.071
470.13,-0.05,-0.051,-2.071
470.18,-0.05,-0.051,-2.071
470.73,-0.05,-0.051,-2.071
470.78,-0.05,-0.051,-2.071
470.83,-0.051,-0.051,-2.071
471.38,-0.05,-0.051,-2.071
471.43,-0.05,-0.051,-2.071
471.48,-0.05,-0.051,-2.071
472.03,-0.05,-0.051,-2.071
472.08,-0.05,-0.051,-2.071
472.13,-0.05,-0.051,-2.071
472.68,-0.05,-0.051,-2.071
472.73,-0.05,-0.051,-2.071
473.28,-0.05,-0.051,-2.071
473.34,-0.05,-0.051,-2.071
473.39,-0.05,-0.051,-2.071
473.94,-0.051,-0.051,-2.071
473.99,-0.051,-0.051,-2.071
474.54,-0.051,-0.051,-2.071
474.59,-0.051,-0.051,-2.071
474.64,-0.051,-0.051,-2.071
475.19,-0.051,-0.051,-2.071
475.24,-0.051,-0.051,-2.071
475.29,-0.051,-0.051,-2.071
475.84,-0.051,-0.051,-2.071
475.89,-0.051,-0.051,-2.071
475.94,-0.051,-0.051,-2.071
476.49,-0.051,-0.051,-2.071
476.55,-0.051,-0.051,-2.071
476.6,-0.051,-0.051,-2.071
477.15,-0.051,-0.051,-2.071
477.2,-0.051,-0.051,-2.071
477.75,-0.051,-0.051,-2.071
477.8,-0.051,-0.051,-2.071
477.85,-0.051,-0.051,-2.071
478.4,-0.051,-0.051,-2.071
478.45,-0.051,-0.051,-2.071
479.0,-0.051,-0.051,-2.071
479.05,-0.051,-0.051,-2.071
479.1,-0.051,-0.051,-2.071
479.65,-0.051,-0.051,-2.071
479.7,-0.051,-0.051,-2.071
479.76,-0.051,-0.051,-2.071
480.31,-0.051,-0.051,-2.071
480.36,-0.051,-0.051,-2.071
480.91,-0.051,-0.051,-2.071
480.96,-0.051,-0.051,-2.071
481.01,-0.051,-0.051,-2.071
481.56,-0.051,-0.051,-2.071
481.61,-0.051,-0.051,-2.071
481.66,-0.051,-0.051,-2.071
482.21,-0.051,-0.051,-2.071
482.26,-0.051,-0.051,-2.071
482.81,-0.051,-0.051,-2.071
482.87,-0.051,-0.051,-2.071
482.92,-0.051,-0.051,-2.071
483.47,-0.051,-0.051,-2.071
483.52,-0.051,-0.051,-2.071
483.57,-0.051,-0.051,-2.071
484.12,-0.051,-0.051,-2.071
484.17,-0.051,-0.051,-2.071
484.22,-0.051,-0.051,-2.071
484.77,-0.051,-0.051,-2.071
484.82,-0.051,-0.051,-2.071
485.38,-0.051,-0.051,-2.071
485.43,-0.051,-0.051,-2.071
485.98,-0.051,-0.051,-2.071
486.03,-0.051,-0.051,-2.071
486.08,-0.051,-0.051,-2.072
486.63,-0.051,-0.051,-2.072
486.68,-0.051,-0.051,-2.072
486.73,-0.051,-0.051,-2.072
487.28,-0.051,-0.051,-2.072
487.33,-0.051,-0.051,-2.072
487.39,-0.051,-0.051,-2.072
487.94,-0.051,-0.051,-2.072
487.99,-0.051,-0.051,-2.072
488.04,-0.051,-0.051,-2.072
488.59,-0.051,-0.051,-2.072
488.64,-0.051,-0.051,-2.072
489.19,-0.051,-0.051,-2.072
489.24,-0.051,-0.051,-2.072
489.29,-0.051,-0.051,-2.072
489.84,-0.051,-0.051,-2.072
489.89,-0.051,-0.051,-2.072
490.44,-0.051,-0.051,-2.072
490.49,-0.051,-0.051,-2.072
490.54,-0.051,-0.051,-2.072
491.1,-0.051,-0.051,-2.072
491.15,-0.051,-0.051,-2.072
491.2,-0.051,-0.051,-2.072
491.75,-0.051,-0.051,-2.072
491.8,-0.051,-0.051,-2.072
491.85,-0.051,-0.051,-2.072
492.4,-0.051,-0.051,-2.072
492.45,-0.051,-0.051,-2.072
493.0,-0.051,-0.051,-2.072
493.05,-0.051,-0.051,-2.072
493.1,-0.051,-0.051,-2.072
493.66,-0.051,-0.051,-2.072
493.71,-0.051,-0.051,-2.072
494.26,-0.051,-0.051,-2.072
494.31,-0.051,-0.051,-2.072
494.36,-0.051,-0.051,-2.072
494.91,-0.051,-0.051,-2.072
494.96,-0.051,-0.051,-2.072
495.01,-0.051,-0.051,-2.072
495.56,-0.051,-0.051,-2.072
495.61,-0.051,-0.051,-2.072
495.66,-0.051,-0.051,-2.072
496.21,-0.051,-0.051,-2.072
496.26,-0.051,-0.051,-2.072
496.81,-0.051,-0.051,-2.072
496.87,-0.051,-0.051,-2.072
497.42,-0.051,-0.051,-2.072
497.47,-0.051,-0.051,-2.072
497.52,-0.051,-0.051,-2.072
498.07,-0.051,-0.051,-2.072
498.12,-0.051,-0.051,-2.073
498.17,-0.05,-0.051,-2.073
498.72,-0.05,-0.051,-2.073
498.77,-0.05,-0.051,-2.073
498.82,-0.051,-0.051,-2.073
499.37,-0.051,-0.051,-2.073
499.42,-0.051,-0.051,-2.073
499.47,-0.051,-0.051,-2.073
500.03,-0.051,-0.051,-2.073
500.08,-0.051,-0.051,-2.073
500.63,-0.051,-0.051,-2.073
500.68,-0.051,-0.051,-2.073
500.73,-0.051,-0.051,-2.073
501.28,-0.051,-0.051,-2.073
501.33,-0.051,-0.051,-2.073
501.89,-0.051,-0.051,-2.073
501.94,-0.051,-0.051,-2.073
501.99,-0.051,-0.051,-2.073
502.54,-0.051,-0.051,-2.073
502.59,-0.051,-0.051,-2.073
502.64,-0.051,-0.051,-2.073
503.19,-0.051,-0.051,-2.073
503.24,-0.051,-0.051,-2.073
503.3,-0.051,-0.051,-2.073
503.85,-0.051,-0.051,-2.073
503.9,-0.051,-0.051,-2.073
504.45,-0.051,-0.051,-2.073
504.5,-0.051,-0.051,-2.073
504.55,-0.051,-0.051,-2.073
505.1,-0.051,-0.051,-2.073
505.15,-0.051,-0.051,-2.073
505.7,-0.051,-0.051,-2.073
505.76,-0.051,-0.051,-2.073
505.81,-0.051,-0.051,-2.073
506.36,-0.05,-0.051,-2.073
506.41,-0.051,-0.051,-2.073
506.46,-0.05,-0.051,-2.073
507.01,-0.05,-0.051,-2.073
507.06,-0.05,-0.051,-2.073
507.11,-0.051,-0.051,-2.073
507.66,-0.05,-0.051,-2.073
507.71,-0.05,-0.051,-2.073
507.76,-0.05,-0.051,-2.073
508.31,-0.051,-0.051,-2.073
508.36,-0.051,-0.051,-2.073
508.92,-0.051,-0.051,-2.073
508.97,-0.051,-0.051,-2.073
509.52,-0.051,-0.051,-2.073
509.57,-0.051,-0.051,-2.073
509.62,-0.051,-0.051,-2.073
510.17,-0.051,-0.051,-2.073
510.22,-0.051,-0.051,-2.073
510.27,-0.051,-0.052,-2.073
510.82,-0.051,-0.051,-2.073
510.87,-0.051,-0.051,-2.073
510.92,-0.051,-0.051,-2.073
511.48,-0.051,-0.052,-2.073
511.53,-0.051,-0.052,-2.073
512.08,-0.051,-0.052,-2.073
512.13,-0.051,-0.051,-2.073
512.18,-0.051,-0.052,-2.073
512.73,-0.051,-0.051,-2.073
512.78,-0.051,-0.052,-2.073
512.83,-0.051,-0.051,-2.073
513.38,-0.051,-0.051,-2.073
513.43,-0.051,-0.051,-2.073
513.98,-0.051,-0.051,-2.073
514.04,-0.051,-0.052,-2.073
514.09,-0.051,-0.051,-2.073
514.64,-0.051,-0.051,-2.073
514.69,-0.051,-0.051,-2.073
514.74,-0.051,-0.051,-2.073
515.29,-0.051,-0.052,-2.073
515.34,-0.051,-0.051,-2.073
515.39,-0.051,-0.051,-2.073
515.94,-0.051,-0.051,-2.073
515.99,-0.051,-0.051,-2.073
516.54,-0.051,-0.051,-2.073
516.6,-0.051,-0.051,-2.073
517.15,-0.051,-0.051,-2.073
517.2,-0.051,-0.051,-2.073
517.25,-0.051,-0.051,-2.073
517.8,-0.051,-0.051,-2.073
517.85,-0.051,-0.051,-2.073
517.9,-0.051,-0.051,-2.073
0.01,-0.051,-0.051,-2.073,0.0,0.0,0.0,0,-33.467225,-70.657605,0,DESCONOCIDO
0.25,-0.051,-0.051,-2.073,0.0,0.0,0.0,0,-33.467225,-70.657605,0,DESCONOCIDO
0.48,-0.051,-0.051,-2.073,0.0,0.0,0.0,0,-33.467225,-70.657605,0,DESCONOCIDO
0.72,-0.051,-0.051,-2.073,0.0,0.0,0.0,0,-33.467225,-70.657605,0,DESCONOCIDO
0.96,-0.051,-0.051,-2.073,0.0,0.0,0.0,0,-33.467225,-70.657605,0,MANUAL
1.17,-0.051,-0.051,-2.073,0.0,0.0,0.0,0,-33.467225,-70.657605,0,MANUAL
1.5,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
1.64,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
1.86,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
2.21,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
2.49,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
2.58,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
2.91,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
3.14,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
3.39,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
3.61,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
3.86,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
4.06,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
4.3,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
4.56,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
4.75,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
5.05,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
5.22,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
5.44,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
5.7,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
6.09,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
6.26,-0.05,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
6.47,-0.05,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
6.76,-0.05,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
6.96,-0.05,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
7.16,-0.05,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
7.4,-0.05,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
7.64,-0.05,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
7.86,-0.05,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
8.11,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
8.33,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
8.55,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
8.81,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
9.02,-0.05,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
9.25,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
9.64,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
9.75,-0.05,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
10.06,-0.051,-0.052,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
10.32,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
10.54,-0.05,-0.052,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
10.75,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
10.99,-0.05,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
11.22,-0.05,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
11.45,-0.05,-0.052,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
11.71,-0.05,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
11.9,-0.05,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
12.21,-0.05,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
12.38,-0.05,-0.052,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
12.6,-0.05,-0.052,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
12.84,-0.05,-0.052,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
13.08,-0.05,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
13.29,-0.05,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
13.54,-0.05,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
13.91,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
14.11,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
14.32,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
14.59,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
14.8,-0.05,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
15.03,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
15.25,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
15.48,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
15.7,-0.05,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
15.95,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
16.18,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
16.4,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
16.64,-0.05,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
16.86,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
17.1,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
17.48,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
17.68,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
17.9,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
18.17,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
18.38,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
18.6,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
18.88,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
19.07,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
19.3,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
19.52,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
19.77,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
19.98,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
20.22,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
20.45,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
20.69,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
21.07,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
21.26,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
21.49,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
21.75,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
21.94,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
22.18,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
22.45,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
22.64,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
22.97,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
23.12,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
23.34,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
23.56,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
23.82,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
24.05,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
24.26,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
24.48,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
24.74,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
24.97,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
25.33,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
25.54,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
25.77,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
26.03,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
26.22,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
26.43,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
26.76,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
26.91,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
27.14,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
27.38,-0.051,-0.051,-2.073,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
27.61,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
27.85,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
28.07,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
28.32,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
28.54,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
28.92,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
29.11,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
29.33,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
29.62,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
29.82,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
30.11,-0.051,-0.051,-2.074,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
30.28,-0.051,-0.051,-2.075,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
30.49,-0.051,-0.051,-2.075,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
30.72,-0.051,-0.051,-2.075,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
30.97,-0.051,-0.051,-2.076,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
31.2,-0.051,-0.051,-2.076,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
31.41,-0.051,-0.051,-2.076,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
31.66,-0.051,-0.051,-2.076,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
31.89,-0.051,-0.051,-2.076,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
32.12,-0.051,-0.051,-2.076,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
32.49,-0.051,-0.051,-2.076,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
32.68,-0.051,-0.051,-2.076,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
32.91,-0.051,-0.051,-2.076,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
33.18,-0.051,-0.051,-2.076,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
33.37,-0.051,-0.051,-2.076,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
33.59,-0.051,-0.051,-2.076,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
33.88,-0.051,-0.051,-2.076,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
34.07,-0.051,-0.051,-2.076,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
34.31,-0.051,-0.051,-2.077,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
34.56,-0.051,-0.051,-2.077,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
34.76,-0.051,-0.051,-2.077,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
34.99,-0.051,-0.051,-2.077,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
35.25,-0.051,-0.051,-2.077,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
35.47,-0.051,-0.051,-2.077,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
35.71,-0.051,-0.051,-2.077,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
36.07,-0.051,-0.051,-2.077,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
36.16,-0.051,-0.051,-2.077,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
36.5,-0.051,-0.051,-2.077,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
36.76,-0.051,-0.051,-2.077,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
36.96,-0.051,-0.051,-2.077,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
37.27,-0.051,-0.051,-2.077,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
37.45,-0.051,-0.051,-2.077,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
37.64,-0.051,-0.051,-2.078,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
37.88,-0.051,-0.051,-2.078,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
38.11,-0.051,-0.051,-2.078,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
38.33,-0.051,-0.051,-2.078,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
38.57,-0.051,-0.051,-2.078,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
38.82,-0.051,-0.051,-2.078,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
39.04,-0.051,-0.051,-2.078,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
39.26,-0.051,-0.051,-2.078,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
39.65,-0.051,-0.051,-2.078,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
39.84,-0.051,-0.051,-2.078,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
40.08,-0.051,-0.051,-2.078,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
40.35,-0.051,-0.051,-2.078,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
40.54,-0.051,-0.051,-2.078,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
40.74,-0.051,-0.051,-2.078,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
41.03,-0.051,-0.051,-2.078,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
41.23,-0.051,-0.051,-2.078,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
41.46,-0.051,-0.051,-2.078,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
41.7,-0.051,-0.051,-2.078,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
41.92,-0.051,-0.051,-2.078,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
42.15,-0.051,-0.051,-2.079,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
42.39,-0.051,-0.051,-2.079,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
42.62,-0.051,-0.051,-2.079,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
42.86,-0.051,-0.051,-2.079,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
43.07,-0.051,-0.051,-2.079,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
43.33,-0.051,-0.051,-2.079,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
43.58,-0.051,-0.051,-2.079,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
43.92,-0.051,-0.051,-2.079,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
44.11,-0.051,-0.051,-2.079,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
44.43,-0.051,-0.051,-2.079,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
44.61,-0.051,-0.051,-2.079,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
44.8,-0.051,-0.051,-2.079,0.0,0.0,65.53,0,-33.467225,-70.657605,0,MANUAL
